Superclass	Class	Subclass	Subsystem.Name	Role.ID	Role.Name	Active	Gene	Product	Organism
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3890	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3891	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3892	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3893	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3894	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3895	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3896	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3897	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3898	NA	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Phages, Prophages	IbrA and IbrB: co-activators of prophage gene expression	Co-activator_of_prophage_gene_expression_IbrA	Co-activator of prophage gene expression IbrA	active	fig|823.92.peg.3899	Co-activator of prophage gene expression IbrA	PD
MISCELLANEOUS	Prophages, Transposable elements, Plasmids	Phages, Prophages	IbrA and IbrB: co-activators of prophage gene expression	Co-activator_of_prophage_gene_expression_IbrB	Co-activator of prophage gene expression IbrB	active	fig|823.92.peg.3900	Co-activator of prophage gene expression IbrB	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3901	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3902	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3903	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3904	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3905	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3906	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3907	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3908	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3909	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3910	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3911	NA	PD
PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein degradation	Protein degradation	Dipeptidyl_carboxypeptidase_Dcp_(EC_3.4.15.5)	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	active	fig|823.92.peg.3912	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	PD
PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein degradation	Protein degradation	Dipeptidyl_carboxypeptidase_Dcp_(EC_3.4.15.5)	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	active	fig|823.92.peg.3913	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3914	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.repeat.75	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3915	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3916	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3917	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3918	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3919	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3920	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.repeat.76	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3921	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3922	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3923	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3924	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3925	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3926	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3927	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3928	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3929	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3930	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3931	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3932	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3933	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3934	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3935	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3936	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3937	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3938	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3939	NA	PD
METABOLISM	Nucleosides and Nucleotides	Purines	DeNovo Purine Biosynthesis	Amidophosphoribosyltransferase_(EC_2.4.2.14)	Amidophosphoribosyltransferase (EC 2.4.2.14)	active	fig|823.92.peg.3940	Amidophosphoribosyltransferase (EC 2.4.2.14)	PD
CELLULAR PROCESSES	Cell Cycle, Cell Division and Death	Macromolecular synthesis operon	Macromolecular synthesis operon	Carbamoyl-phosphate_synthase_small_chain_(EC_6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	active	fig|823.92.peg.3941	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	PD
METABOLISM	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis	Carbamoyl-phosphate_synthase_small_chain_(EC_6.3.5.5)	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	active	fig|823.92.peg.3941	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	PD
CELLULAR PROCESSES	Cell Cycle, Cell Division and Death	Macromolecular synthesis operon	Macromolecular synthesis operon	Carbamoyl-phosphate_synthase_large_chain_(EC_6.3.5.5)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	active	fig|823.92.peg.3942	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	PD
METABOLISM	Nucleosides and Nucleotides	Pyrimidines	De Novo Pyrimidine Synthesis	Carbamoyl-phosphate_synthase_large_chain_(EC_6.3.5.5)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	active	fig|823.92.peg.3942	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3943	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3944	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3945	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3946	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3947	NA	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Tryptophan_synthase_alpha_chain_(EC_4.2.1.20)	Tryptophan synthase alpha chain (EC 4.2.1.20)	active	fig|823.92.peg.3948	Tryptophan synthase alpha chain (EC 4.2.1.20)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Phosphoribosylanthranilate_isomerase_(EC_5.3.1.24)	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	active	fig|823.92.peg.3949	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Phosphoribosylanthranilate_isomerase_(EC_5.3.1.24)	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	active	fig|823.92.peg.3949	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Indole-3-glycerol_phosphate_synthase_(EC_4.1.1.48)	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	active	fig|823.92.peg.3950	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate_phosphoribosyltransferase_(EC_2.4.2.18)	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	active	fig|823.92.peg.3951	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Folate and pterines	Folate Biosynthesis	Para-aminobenzoate_synthase,_amidotransferase_component_(EC_2.6.1.85)	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	active	fig|823.92.peg.3952	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate_synthase,_amidotransferase_component_(EC_4.1.3.27)	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	active	fig|823.92.peg.3952	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Anthranilate_synthase,_aminase_component_(EC_4.1.3.27)	Anthranilate synthase, aminase component (EC 4.1.3.27)	active	fig|823.92.peg.3953	Anthranilate synthase, aminase component (EC 4.1.3.27)	PD
METABOLISM	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan synthesis	Tryptophan_synthase_beta_chain_(EC_4.2.1.20)	Tryptophan synthase beta chain (EC 4.2.1.20)	active	fig|823.92.peg.3954	Tryptophan synthase beta chain (EC 4.2.1.20)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3955	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3956	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3957	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway	Phosphoglycerate_mutase_(EC_5.4.2.11)	Phosphoglycerate mutase (EC 5.4.2.11)	active	fig|823.92.peg.3958	Phosphoglycerate mutase (EC 5.4.2.11)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis, including Archaeal enzymes	Phosphoglycerate_mutase_(EC_5.4.2.11)	Phosphoglycerate mutase (EC 5.4.2.11)	active	fig|823.92.peg.3958	Phosphoglycerate mutase (EC 5.4.2.11)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis	Phosphoglycerate_mutase_(EC_5.4.2.11)	Phosphoglycerate mutase (EC 5.4.2.11)	active	fig|823.92.peg.3958	Phosphoglycerate mutase (EC 5.4.2.11)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3959	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3960	NA	PD
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|823.92.peg.3961	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3962	NA	PD
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Outer_membrane_TonB-dependent_transporter,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusC_family	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	active	fig|823.92.peg.3963	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	PD
MEMBRANE TRANSPORT	Membrane Transport	Utilization systems for glycans and polysaccharides (PULs, SUS)	Utilization systems for glycans and polysaccharides (PULs, SUS)	Cell_surface_glycan-binding_lipoprotein,_utilization_system_for_glycans_and_polysaccharides_(PUL),_SusD_family	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	active	fig|823.92.peg.3964	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3965	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3966	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3967	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3968	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3969	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3970	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3971	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3972	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3973	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3974	NA	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	active	fig|823.92.peg.3975	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PD
METABOLISM	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	active	fig|823.92.peg.3975	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3976	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3977	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3978	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3979	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3980	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3981	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3982	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3983	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3984	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3985	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3986	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3987	NA	PD
ENERGY	Respiration	Biogenesis of respiratory chain components	Biogenesis of c-type cytochromes	Putative_cytochrome_C-type_biogenesis_protein	Putative cytochrome C-type biogenesis protein	likely	fig|823.92.peg.3988	Putative cytochrome C-type biogenesis protein	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3989	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Dihydroxyacetone kinases	Putative_dihydroxyacetone_kinase_(EC_2.7.1.29),_dihydroxyacetone_binding_subunit	Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	active	fig|823.92.peg.3990	Putative dihydroxyacetone kinase (EC 2.7.1.29), dihydroxyacetone binding subunit	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Dihydroxyacetone kinases	Putative_dihydroxyacetone_kinase_(EC_2.7.1.29),_ADP-binding_subunit	Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	active	fig|823.92.peg.3991	Putative dihydroxyacetone kinase (EC 2.7.1.29), ADP-binding subunit	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3992	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3993	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3994	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3995	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3996	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3997	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3998	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.3999	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4000	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4001	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4002	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4003	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4004	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4005	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4006	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4007	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle	Putative_Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	likely	fig|823.92.peg.4008	Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway	6-phosphogluconate_dehydrogenase,_decarboxylating_(EC_1.1.1.44)	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	active	fig|823.92.peg.4009	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway	Glucose-6-phosphate_1-dehydrogenase_(EC_1.1.1.49)	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	active	fig|823.92.peg.4010	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway	Glucose-6-phosphate_1-dehydrogenase_(EC_1.1.1.49)	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	active	fig|823.92.peg.4010	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway	6-phosphogluconolactonase_(EC_3.1.1.31),_eukaryotic_type	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	active	fig|823.92.peg.4011	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pentose phosphate pathway	6-phosphogluconolactonase_(EC_3.1.1.31),_eukaryotic_type	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	active	fig|823.92.peg.4011	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4012	NA	PD
CELL ENVELOPE	Cell Envelope, Capsule and Slime layer	Capsule and Slime layer	dTDP-rhamnose synthesis -- gjo	Glucose-1-phosphate_thymidylyltransferase_(EC_2.7.7.24)	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	active	fig|823.92.peg.4013	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	PD
METABOLISM	Carbohydrates	Monosaccharides	GDP-fucose to mannose-1P module	GDP-L-fucose_synthetase_(EC_1.1.1.271)	GDP-L-fucose synthetase (EC 1.1.1.271)	active	fig|823.92.peg.4014	GDP-L-fucose synthetase (EC 1.1.1.271)	PD
METABOLISM	Carbohydrates	Monosaccharides	GDP-fucose to mannose-1P module	GDP-mannose_4,6-dehydratase_(EC_4.2.1.47)	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	active	fig|823.92.peg.4015	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4016	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4017	NA	PD
STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Stress Response	Cluster containing Glutathione synthetase	Putative_pre-16S_rRNA_nuclease_YqgF	Putative pre-16S rRNA nuclease YqgF	likely	fig|823.92.peg.4018	Putative pre-16S rRNA nuclease YqgF	PD
PROTEIN PROCESSING	Protein Synthesis	Translation	Translation termination factors, bacterial	Peptide_deformylase_(EC_3.5.1.88)	Peptide deformylase (EC 3.5.1.88)	active	fig|823.92.peg.4019	Peptide deformylase (EC 3.5.1.88)	PD
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid synthesis	Acetyl-coenzyme_A_carboxyl_transferase_alpha_chain_(EC_6.4.1.2)	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	active	fig|823.92.peg.4020	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	PD
METABOLISM	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty acid synthesis	Acetyl-coenzyme_A_carboxyl_transferase_beta_chain_(EC_6.4.1.2)	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	active	fig|823.92.peg.4020	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4021	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4022	NA	PD
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Thr	Threonyl-tRNA_synthetase_(EC_6.1.1.3)	Threonyl-tRNA synthetase (EC 6.1.1.3)	active	fig|823.92.peg.4023	Threonyl-tRNA synthetase (EC 6.1.1.3)	PD
PROTEIN PROCESSING	Protein Synthesis	Translation	Translation initiation factors, bacterial	Translation_initiation_factor_3	Translation initiation factor 3	active	fig|823.92.peg.4024	Translation initiation factor 3	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	LSU_ribosomal_protein_L35p	LSU ribosomal protein L35p	active	fig|823.92.peg.4025	LSU ribosomal protein L35p	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial	LSU_ribosomal_protein_L35p	LSU ribosomal protein L35p	active	fig|823.92.peg.4025	LSU ribosomal protein L35p	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosomal proteins, single-copy	LSU_ribosomal_protein_L20p	LSU ribosomal protein L20p	active	fig|823.92.peg.4026	LSU ribosomal protein L20p	PD
PROTEIN PROCESSING	Protein Synthesis	Ribosome biogenesis	Ribosome LSU, bacterial	LSU_ribosomal_protein_L20p	LSU ribosomal protein L20p	active	fig|823.92.peg.4026	LSU ribosomal protein L20p	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4027	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4028	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4029	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4030	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4031	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4032	NA	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Pyruvate Alanine Serine Interconversions	Replicative_DNA_helicase_(DnaB)_(EC_3.6.4.12)	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	active	fig|823.92.peg.4033	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	PD
METABOLISM	Carbohydrates	Polysaccharides	Glycogen metabolism	Limit_dextrin_alpha-1,6-maltotetraose-hydrolase_(EC_3.2.1.196)	Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)	active	fig|823.92.peg.4034	Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Entner-Doudoroff Pathway	Phosphoglycerate_kinase_(EC_2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	active	fig|823.92.peg.4035	Phosphoglycerate kinase (EC 2.7.2.3)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis, including Archaeal enzymes	Phosphoglycerate_kinase_(EC_2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	active	fig|823.92.peg.4035	Phosphoglycerate kinase (EC 2.7.2.3)	PD
ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Glycolysis and Gluconeogenesis	Phosphoglycerate_kinase_(EC_2.7.2.3)	Phosphoglycerate kinase (EC 2.7.2.3)	active	fig|823.92.peg.4035	Phosphoglycerate kinase (EC 2.7.2.3)	PD
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Ala	Ser-tRNA(Ala)_deacylase	Ser-tRNA(Ala) deacylase	active	fig|823.92.peg.4036	Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase	PD
PROTEIN PROCESSING	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Ala	Gly-tRNA(Ala)_deacylase	Gly-tRNA(Ala) deacylase	active	fig|823.92.peg.4036	Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4037	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4038	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.rna.97	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.rna.98	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.rna.99	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4039	NA	PD
NA	NA	NA	NA	NA	NA	NA	fig|823.92.peg.4040	NA	PD
PROTEIN PROCESSING	Protein Fate (folding, modification, targeting, degradation)	Protein folding	Protein chaperones	Chaperone_protein_HtpG	Chaperone protein HtpG	active	fig|823.92.peg.4041	Chaperone protein HtpG	PD
MEMBRANE TRANSPORT	Membrane Transport	Multidrug efflux systems	Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria TEMP	Inner-membrane_proton/drug_antiporter_(MSF_type)_of_tripartite_multidrug_efflux_system	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	active	fig|823.92.peg.4042	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	PD
